skill_code,skill_title,bank,question_id,question,options,correct_answer,explanation,response_type,question_type,cognitive_demand,acceptance_note,visual,ixl_reference_url,curriculum_source,qa_status
AC9M1N05,Additive Problem Solving and Money,test,T12,You have 20 cents. You spend 5 cents at a class shop. Write an equation showing how much money is left.,{},20 − 5 = 15; 15 cents left,Spending five cents removes five from twenty. Fifteen cents remain.,short_answer,Create a spending model,create,"Accept 20 − 5 = 15, or 5 + 15 = 20 with 15 cents identified as the amount left.",null,https://au.ixl.com/maths/year-1/word-problems-with-change-unknown-up-to-10,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N05,Additive Problem Solving and Money,test,T13,A stamp at a school stall costs 15 cents. You have a 10-cent coin. Which extra coin lets you pay exactly?,"{""A"": ""A 20-cent coin."", ""B"": ""A 5-cent coin."", ""C"": ""A 10-cent coin.""}",B,Ten cents and five cents make fifteen cents. The five-cent coin fills the gap.,mcq,Find a coin needed to complete payment,apply,,null,https://au.ixl.com/maths/year-1/word-problems-with-change-unknown-up-to-10,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N05,Additive Problem Solving and Money,test,T14,There are 17 books to pack. A box already holds 10 of them. How many books still need packing?,"{""A"": ""7"", ""B"": ""17"", ""C"": ""10""}",A,The packed books and unpacked books make seventeen. Taking away the ten packed books leaves seven.,mcq,Find an uncompleted part of a task,apply,,null,https://au.ixl.com/maths/year-1/word-problems-with-change-unknown-up-to-10,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N05,Additive Problem Solving and Money,test,T15,A tub has 14 balls. Four are taken out. Then 2 are put back. How many balls are in the tub now?,"{""A"": ""8"", ""B"": ""10"", ""C"": ""12""}",C,Four taken from fourteen leaves ten. Putting two back brings the total to twelve.,mcq,Track two short additive actions,reason,,null,https://au.ixl.com/maths/year-1/word-problems-with-change-unknown-up-to-10,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N05,Additive Problem Solving and Money,test,T16,"A shop sells a pen for $4, a notebook for $6 and a folder for $7. Choose two different items that cost exactly $10 altogether. Show your choice with an equation.",{},Pen and notebook; 4 + 6 = 10,Four dollars and six dollars make ten dollars. The other pairs cost more than ten dollars.,short_answer,Create a purchase within an exact budget,create,Accept pen and notebook with 4 + 6 = 10 or 6 + 4 = 10; item names may be labels on a clear model.,"{""type"": ""table"", ""headers"": [""Item"", ""Price""], ""rows"": [[""Pen"", ""$4""], [""Notebook"", ""$6""], [""Folder"", ""$7""]]}",https://au.ixl.com/maths/year-1/word-problems-with-change-unknown-up-to-10,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P01,Share 6 counters equally between 3 children. How many counters does each child get?,"{""A"": ""6"", ""B"": ""2"", ""C"": ""3""}",B,"Give one counter to each child, then one more to each. Each child gets two.",mcq,Find a share by equal distribution,apply,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P02,Put 8 blocks into groups of 2. How many groups can you make?,"{""A"": ""4"", ""B"": ""2"", ""C"": ""6""}",A,Make pairs until all eight blocks are used. There are four pairs.,mcq,Find the number of equal groups,apply,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P03,Six beads are shared among 3 children. Which list shows equal shares?,"{""A"": ""3, 3, 0"", ""B"": ""1, 2, 3"", ""C"": ""2, 2, 2""}",C,Equal shares have the same number for every child. Three shares of two use all six beads.,mcq,Recognise equal shares,recognise,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P04,Draw 4 plates. Share 12 cherries equally onto them. Write how many cherries are on each plate.,{},3 cherries on each plate,Give each plate one cherry at a time. Twelve cherries make four equal shares of three.,short_answer,Draw an equal-sharing model,create,Accept four groups of three with 3 identified as the number on each plate.,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P05,There are 12 counters. Put 3 counters in each group. Which model follows the rule and uses all the counters?,"{""A"": ""3 groups of 4"", ""B"": ""4 groups of 3"", ""C"": ""2 groups of 6""}",B,The rule fixes three counters in every group. Four groups of three use all twelve counters.,mcq,Choose a model for a fixed group size,apply,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P06,"Fifteen beads are shared equally among 3 children. Complete the table.
Children: 3
Beads altogether: 15
Beads for each child: ?","{""A"": ""15"", ""B"": ""5"", ""C"": ""3""}",B,"Deal the beads equally to the three children. Each child gets five, using all fifteen.",mcq,Complete a sharing table,apply,,"{""type"": ""table"", ""headers"": [""What is counted"", ""Number""], ""rows"": [[""Children"", ""3""], [""Beads altogether"", ""15""], [""Beads for each child"", ""?""]]}",https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P07,Two plates have 7 and 3 grapes. Move grapes from the first plate to make the shares equal. How many grapes should you move?,"{""A"": ""2"", ""B"": ""1"", ""C"": ""4""}",A,Move two grapes from the plate with seven to the plate with three. Both plates will then have five.,mcq,Repair unequal shares by moving objects,reason,,"{""type"": ""groups"", ""groups"": [7, 3], ""label"": ""Grapes on the two plates""}",https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P08,Draw 14 counters. Ring every pair. How many pairs will there be?,{},7 pairs,"Count the counters in twos: 2, 4, 6, 8, 10, 12, 14. There are seven pairs.",short_answer,Make a grouping model,apply,"Accept a drawing of seven pairs with two counters in each, and a pair count of 7.",null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P09,"Three bowls each hold 4 berries. The groups are [4], [4], [4]. How many berries are there altogether?","{""A"": ""16"", ""B"": ""12"", ""C"": ""7""}",B,"Count the equal groups: four, eight, twelve. There are twelve berries altogether.",mcq,Find a total from equal groups,apply,,"{""type"": ""groups"", ""groups"": [4, 4, 4], ""label"": ""Berries in each bowl""}",https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P10,Three children each have 2 counters. There are 3 counters still to share. Give one more to each child. How many counters does each child have now?,"{""A"": ""3"", ""B"": ""2"", ""C"": ""5""}",A,Each child starts with two and receives one more. The equal shares become three each.,mcq,Continue equal distribution,apply,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P11,Ten crackers must be shared equally between 2 plates. Which plan is correct?,"{""A"": ""Put 2 crackers on each of 5 plates."", ""B"": ""Put 10 crackers on each plate."", ""C"": ""Put 5 crackers on each plate.""}",C,The number of plates is fixed at two. Five crackers on each uses all ten equally.,mcq,Distinguish shares from number of groups,reason,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P12,Make equal groups with 8 counters. Use more than one group and more than one counter in every group. Draw one way.,{},Two groups of four counters.,Two groups of four use all eight equally. Four groups of two also work.,short_answer,Create a constrained equal-group model,create,Accept exactly two groups of four or four groups of two; all eight counters must be used.,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P13,"The beads are grouped like this: [3], [3], [3], [3]. How many groups are there?","{""A"": ""3"", ""B"": ""12"", ""C"": ""4""}",C,"Count the groups, not the beads inside each group. There are four groups.",mcq,Distinguish the group count from the total,recognise,,"{""type"": ""groups"", ""groups"": [3, 3, 3, 3], ""label"": ""Bead groups""}",https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P14,One child has 4 counters in a row. Another has 4 counters arranged in two pairs. Are the shares equal?,"{""A"": ""Yes, both children have 4."", ""B"": ""No, two pairs is only 2 counters."", ""C"": ""No, the row has more.""}",A,"The arrangement does not change the number. Two pairs contain four counters, just like the row.",mcq,Check equal shares in different arrangements,reason,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P15,Put 15 pencils into packs of 5. How many full packs can you make?,"{""A"": ""10"", ""B"": ""5"", ""C"": ""3""}",C,"Use five pencils in the first pack, five in the second and five in the third. All fifteen are packed.",mcq,Group by fives,apply,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P16,Twenty cards go into packs of 5. Draw or describe the packs. How many packs are there?,{},"4 packs, with 5 cards in each","Five, ten, fifteen, twenty counts four equal packs.",short_answer,Represent grouping in a packing task,create,"Accept four groups of five, a labelled drawing, or a description stating 4 packs with 5 cards each.",null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P17,Share all 16 counters equally between 2 children. Which result is correct?,"{""A"": ""8 each, with none left over."", ""B"": ""10 each, with none left over."", ""C"": ""6 each, with 4 left over.""}",A,Eight counters for each child uses sixteen altogether. Both children have the same amount and all counters are used.,mcq,Check that an equal share uses the whole,reason,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P18,"Three bags hold 3, 3 and 2 marbles. You may add marbles to the last bag. How many should you add to make all the bags equal?","{""A"": ""1"", ""B"": ""3"", ""C"": ""2""}",A,The first two bags each have three. Add one to the bag with two so it also has three.,mcq,Complete an unequal group,reason,,"{""type"": ""groups"", ""groups"": [3, 3, 2], ""label"": ""Marbles in each bag""}",https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P19,You have 12 counters. Which sharing plan gives each child more counters?,"{""A"": ""Both plans give the same share."", ""B"": ""Share equally among 3 children."", ""C"": ""Share equally between 2 children.""}",C,"Two children get six each. Three children get four each, so sharing between two gives the larger share.",mcq,Compare shares for a fixed total,reason,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P20,Four hoops each hold 3 beanbags. Write the number of groups and the number in each group.,{},4 groups; 3 beanbags in each group,"Each hoop is one group. There are four hoops, and each contains three beanbags.",short_answer,Label the parts of an equal-group model,apply,"Accept 4 groups and 3 in each, with the roles correctly identified.","{""type"": ""groups"", ""groups"": [3, 3, 3, 3], ""label"": ""Beanbags in each hoop""}",https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P21,Twelve flowers are shared equally among 3 vases. Two vases each show 4 flowers. How many are in the covered vase?,"{""A"": ""3"", ""B"": ""4"", ""C"": ""8""}",B,Equal shares mean the covered vase has the same as each other vase. Four flowers in each vase uses twelve.,mcq,Infer a hidden equal share,apply,,"{""type"": ""table"", ""headers"": [""Vase"", ""Flowers""], ""rows"": [[""First"", ""4""], [""Second"", ""4""], [""Covered"", ""?""]]}",https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P22,A pair of mittens has 2 mittens. How many pairs can you make from 6 mittens?,"{""A"": ""2"", ""B"": ""6"", ""C"": ""3""}",C,Match the six mittens into groups of two. There are three pairs.,mcq,Interpret a pair as a group,apply,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N06,Equal Sharing and Grouping,practice,P23,You have 18 blocks and want 3 equal groups. How many blocks should go in each group?,"{""A"": ""3"", ""B"": ""6"", ""C"": ""9""}",B,Deal all eighteen blocks into three groups. Each group has six.,mcq,Choose a group size for a fixed group count,apply,,null,https://au.ixl.com/maths/year-1/divide-by-counting-equal-groups,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
